AAETAA-709,926926,AAETAA
AAETAA-708,926925,AAETAA
AAETAA-707,926924,AAETAA
AAETAA-706,926923,AAETAA
AAETAA-705,926922,AAETAA
AAETAA-704,926921,AAETAA
AAETAA-703,926920,AAETAA
AAETAA-702,926919,AAETAA
AAETAA-701,926918,AAETAA
AAETAA-700,926917,AAETAA
AAETAA-699,926916,AAETAA
AAETAA-698,926915,AAETAA
AAETAA-697,926914,AAETAA
AAETAA-696,926913,AAETAA
AAETAA-695,926912,AAETAA
AAETAA-694,926911,AAETAA
AAETAA-693,926910,AAETAA
AAETAA-692,926909,AAETAA
AAETAA-691,926908,AAETAA
AAETAA-690,926907,AAETAA
AAETAA-689,926906,AAETAA
AAETAA-688,926905,AAETAA
AAETAA-687,926904,AAETAA
AAETAA-686,926903,AAETAA
AAETAA-685,926902,AAETAA
AAETAA-684,926901,AAETAA
AAETAA-683,926900,AAETAA
AAETAA-682,926899,AAETAA
AAETAA-681,926898,AAETAA
AAETAA-680,926897,AAETAA
AAETAA-679,926896,AAETAA
AAETAA-678,926895,AAETAA
AAETAA-677,926894,AAETAA
AAETAA-676,926893,AAETAA
AAETAA-675,926892,AAETAA
AAETAA-674,926891,AAETAA
AAETAA-673,926890,AAETAA
AAETAA-672,926889,AAETAA
AAETAA-671,926888,AAETAA
AAETAA-670,926887,AAETAA
AAETAA-669,926886,AAETAA
AAETAA-668,926885,AAETAA
AAETAA-667,926884,AAETAA
AAETAA-666,926883,AAETAA
AAETAA-665,926882,AAETAA
AAETAA-664,926881,AAETAA
AAETAA-663,926880,AAETAA
AAETAA-662,926879,AAETAA
AAETAA-661,926878,AAETAA
AAETAA-660,926877,AAETAA
AAETAA-659,926876,AAETAA
AAETAA-658,926875,AAETAA
AAETAA-657,926874,AAETAA
AAETAA-656,926873,AAETAA
AAETAA-655,926872,AAETAA
AAETAA-654,926871,AAETAA
AAETAA-653,926870,AAETAA
AAETAA-652,926869,AAETAA
AAETAA-651,926868,AAETAA
AAETAA-650,926867,AAETAA
AAETAA-649,926866,AAETAA
AAETAA-648,926865,AAETAA
AAETAA-647,926864,AAETAA
AAETAA-646,926863,AAETAA
AAETAA-645,926862,AAETAA
AAETAA-644,926861,AAETAA
AAETAA-643,926860,AAETAA
AAETAA-642,926859,AAETAA
AAETAA-641,926858,AAETAA
AAETAA-640,926857,AAETAA
AAETAA-639,926856,AAETAA
AAETAA-638,926855,AAETAA
AAETAA-637,926854,AAETAA
AAETAA-636,926853,AAETAA
AAETAA-635,926852,AAETAA
AAETAA-634,926851,AAETAA
AAETAA-633,926850,AAETAA
AAETAA-632,926849,AAETAA
AAETAA-631,926848,AAETAA
AAETAA-630,926847,AAETAA
AAETAA-629,926846,AAETAA
AAETAA-628,926845,AAETAA
AAETAA-627,926844,AAETAA
AAETAA-626,926843,AAETAA
AAETAA-625,926842,AAETAA
AAETAA-624,926841,AAETAA
AAETAA-623,926840,AAETAA
AAETAA-622,926839,AAETAA
AAETAA-621,926838,AAETAA
AAETAA-620,926837,AAETAA
AAETAA-619,926836,AAETAA
AAETAA-618,926835,AAETAA
AAETAA-617,926834,AAETAA
AAETAA-616,926833,AAETAA
AAETAA-615,926832,AAETAA
AAETAA-614,926831,AAETAA
AAETAA-613,926830,AAETAA
AAETAA-612,926829,AAETAA
AAETAA-611,926828,AAETAA
AAETAA-610,926827,AAETAA
AAETAA-609,926826,AAETAA
AAETAA-608,926825,AAETAA
AAETAA-607,926824,AAETAA
AAETAA-606,926823,AAETAA
AAETAA-605,926822,AAETAA
AAETAA-604,926821,AAETAA
AAETAA-603,926820,AAETAA
AAETAA-602,926819,AAETAA
AAETAA-601,926818,AAETAA
AAETAA-600,926817,AAETAA
AAETAA-599,926816,AAETAA
AAETAA-598,926815,AAETAA
AAETAA-597,926814,AAETAA
AAETAA-596,926813,AAETAA
AAETAA-595,926812,AAETAA
AAETAA-594,926811,AAETAA
AAETAA-593,926810,AAETAA
AAETAA-592,926809,AAETAA
AAETAA-591,926808,AAETAA
AAETAA-590,926807,AAETAA
AAETAA-589,926806,AAETAA
AAETAA-588,926805,AAETAA
AAETAA-587,926804,AAETAA
AAETAA-586,926803,AAETAA
AAETAA-585,926802,AAETAA
AAETAA-584,926801,AAETAA
AAETAA-583,926800,AAETAA
AAETAA-582,926799,AAETAA
AAETAA-581,926798,AAETAA
AAETAA-580,926797,AAETAA
AAETAA-579,926796,AAETAA
AAETAA-578,926795,AAETAA
AAETAA-577,926794,AAETAA
AAETAA-576,926793,AAETAA
AAETAA-575,926792,AAETAA
AAETAA-574,926791,AAETAA
AAETAA-573,926790,AAETAA
AAETAA-572,926789,AAETAA
AAETAA-571,926788,AAETAA
AAETAA-570,926787,AAETAA
AAETAA-569,926786,AAETAA
AAETAA-568,926785,AAETAA
AAETAA-567,926784,AAETAA
AAETAA-566,926783,AAETAA
AAETAA-565,926782,AAETAA
AAETAA-564,926781,AAETAA
AAETAA-563,926780,AAETAA
AAETAA-562,926779,AAETAA
AAETAA-561,926778,AAETAA
AAETAA-560,926777,AAETAA
AAETAA-559,926776,AAETAA
AAETAA-558,926775,AAETAA
AAETAA-557,926774,AAETAA
AAETAA-556,926773,AAETAA
AAETAA-555,926772,AAETAA
AAETAA-554,926771,AAETAA
AAETAA-553,926770,AAETAA
AAETAA-552,926769,AAETAA
AAETAA-551,926768,AAETAA
AAETAA-550,926767,AAETAA
AAETAA-549,926766,AAETAA
AAETAA-548,926765,AAETAA
AAETAA-547,926764,AAETAA
AAETAA-546,926763,AAETAA
AAETAA-545,926762,AAETAA
AAETAA-544,926761,AAETAA
AAETAA-543,926760,AAETAA
AAETAA-542,926759,AAETAA
AAETAA-541,926758,AAETAA
AAETAA-540,926757,AAETAA
AAETAA-539,926756,AAETAA
AAETAA-538,926755,AAETAA
AAETAA-537,926754,AAETAA
AAETAA-536,926753,AAETAA
AAETAA-535,926752,AAETAA
AAETAA-534,926751,AAETAA
AAETAA-533,926750,AAETAA
AAETAA-532,926749,AAETAA
AAETAA-531,926748,AAETAA
AAETAA-530,926747,AAETAA
AAETAA-529,926746,AAETAA
AAETAA-528,926745,AAETAA
AAETAA-527,926744,AAETAA
AAETAA-526,926743,AAETAA
AAETAA-525,926742,AAETAA
AAETAA-524,926741,AAETAA
AAETAA-523,926740,AAETAA
AAETAA-522,926739,AAETAA
AAETAA-521,926738,AAETAA
AAETAA-520,926737,AAETAA
AAETAA-519,926736,AAETAA
AAETAA-518,926735,AAETAA
AAETAA-517,926734,AAETAA
AAETAA-516,926733,AAETAA
AAETAA-515,926732,AAETAA
AAETAA-514,926731,AAETAA
AAETAA-513,926730,AAETAA
AAETAA-512,926729,AAETAA
AAETAA-511,926728,AAETAA
AAETAA-510,926727,AAETAA
AAETAA-509,926726,AAETAA
AAETAA-508,926725,AAETAA
AAETAA-507,926724,AAETAA
AAETAA-506,926723,AAETAA
AAETAA-505,926722,AAETAA
AAETAA-504,926721,AAETAA
AAETAA-503,926720,AAETAA
AAETAA-502,926719,AAETAA
AAETAA-501,926718,AAETAA
AAETAA-500,926717,AAETAA
AAETAA-499,926716,AAETAA
AAETAA-498,926715,AAETAA
AAETAA-497,926714,AAETAA
AAETAA-496,926713,AAETAA
AAETAA-495,926712,AAETAA
AAETAA-494,926711,AAETAA
AAETAA-493,926710,AAETAA
AAETAA-492,926709,AAETAA
AAETAA-491,926708,AAETAA
AAETAA-490,926707,AAETAA
AAETAA-489,926706,AAETAA
AAETAA-488,926705,AAETAA
AAETAA-487,926704,AAETAA
AAETAA-486,926703,AAETAA
AAETAA-485,926702,AAETAA
AAETAA-484,926701,AAETAA
AAETAA-483,926700,AAETAA
AAETAA-482,926699,AAETAA
AAETAA-481,926698,AAETAA
AAETAA-480,926697,AAETAA
AAETAA-479,926696,AAETAA
AAETAA-478,926695,AAETAA
AAETAA-477,926694,AAETAA
AAETAA-476,926693,AAETAA
AAETAA-475,926692,AAETAA
AAETAA-474,926691,AAETAA
AAETAA-473,926690,AAETAA
AAETAA-472,926689,AAETAA
AAETAA-471,926688,AAETAA
AAETAA-470,926687,AAETAA
AAETAA-469,926686,AAETAA
AAETAA-468,926685,AAETAA
AAETAA-467,926684,AAETAA
AAETAA-466,926683,AAETAA
AAETAA-465,926682,AAETAA
AAETAA-464,926681,AAETAA
AAETAA-463,926680,AAETAA
AAETAA-462,926679,AAETAA
AAETAA-461,926678,AAETAA
AAETAA-460,926677,AAETAA
AAETAA-459,926676,AAETAA
AAETAA-458,926675,AAETAA
AAETAA-457,926674,AAETAA
AAETAA-456,926673,AAETAA
AAETAA-455,926672,AAETAA
AAETAA-454,926671,AAETAA
AAETAA-453,926670,AAETAA
AAETAA-452,926669,AAETAA
AAETAA-451,926668,AAETAA
AAETAA-450,926667,AAETAA
AAETAA-449,926666,AAETAA
AAETAA-448,926665,AAETAA
AAETAA-447,926664,AAETAA
AAETAA-446,926663,AAETAA
AAETAA-445,926662,AAETAA
AAETAA-444,926661,AAETAA
AAETAA-443,926660,AAETAA
AAETAA-442,926659,AAETAA
AAETAA-441,926658,AAETAA
AAETAA-440,926657,AAETAA
AAETAA-439,926656,AAETAA
AAETAA-438,926655,AAETAA
AAETAA-437,926654,AAETAA
AAETAA-436,926653,AAETAA
AAETAA-435,926652,AAETAA
AAETAA-434,926651,AAETAA
AAETAA-433,926650,AAETAA
AAETAA-432,926649,AAETAA
AAETAA-431,926648,AAETAA
AAETAA-430,926647,AAETAA
AAETAA-429,926646,AAETAA
AAETAA-428,926645,AAETAA
AAETAA-427,926644,AAETAA
AAETAA-426,926643,AAETAA
AAETAA-425,926642,AAETAA
AAETAA-424,926641,AAETAA
AAETAA-423,926640,AAETAA
AAETAA-422,926639,AAETAA
AAETAA-421,926638,AAETAA
AAETAA-420,926637,AAETAA
AAETAA-419,926636,AAETAA
AAETAA-418,926635,AAETAA
AAETAA-417,926634,AAETAA
AAETAA-416,926633,AAETAA
AAETAA-415,926632,AAETAA
AAETAA-414,926631,AAETAA
AAETAA-413,926630,AAETAA
AAETAA-412,926629,AAETAA
AAETAA-411,926628,AAETAA
AAETAA-410,926627,AAETAA
AAETAA-409,926626,AAETAA
AAETAA-408,926625,AAETAA
AAETAA-407,926624,AAETAA
AAETAA-406,926623,AAETAA
AAETAA-405,926622,AAETAA
AAETAA-404,926621,AAETAA
AAETAA-403,926620,AAETAA
AAETAA-402,926619,AAETAA
AAETAA-401,926618,AAETAA
AAETAA-400,926617,AAETAA
AAETAA-399,926616,AAETAA
AAETAA-398,926615,AAETAA
AAETAA-397,926614,AAETAA
AAETAA-396,926613,AAETAA
AAETAA-395,926612,AAETAA
AAETAA-394,926611,AAETAA
AAETAA-393,926610,AAETAA
AAETAA-392,926609,AAETAA
AAETAA-391,926608,AAETAA
AAETAA-390,926607,AAETAA
AAETAA-389,926606,AAETAA
AAETAA-388,926605,AAETAA
AAETAA-387,926604,AAETAA
AAETAA-386,926603,AAETAA
AAETAA-385,926602,AAETAA
AAETAA-384,926601,AAETAA
AAETAA-383,926600,AAETAA
AAETAA-382,926599,AAETAA
AAETAA-381,926598,AAETAA
AAETAA-380,926597,AAETAA
AAETAA-379,926596,AAETAA
AAETAA-378,926595,AAETAA
AAETAA-377,926594,AAETAA
AAETAA-376,926593,AAETAA
AAETAA-375,926592,AAETAA
AAETAA-374,926591,AAETAA
AAETAA-373,926590,AAETAA
AAETAA-372,926589,AAETAA
AAETAA-371,926588,AAETAA
AAETAA-370,926587,AAETAA
AAETAA-369,926586,AAETAA
AAETAA-368,926585,AAETAA
AAETAA-367,926584,AAETAA
AAETAA-366,926583,AAETAA
AAETAA-365,926582,AAETAA
AAETAA-364,926581,AAETAA
AAETAA-363,926580,AAETAA
AAETAA-362,926579,AAETAA
AAETAA-361,926578,AAETAA
AAETAA-360,926577,AAETAA
AAETAA-359,926576,AAETAA
AAETAA-358,926575,AAETAA
AAETAA-357,926574,AAETAA
AAETAA-356,926573,AAETAA
AAETAA-355,926572,AAETAA
AAETAA-354,926571,AAETAA
AAETAA-353,926570,AAETAA
AAETAA-352,926569,AAETAA
AAETAA-351,926568,AAETAA
AAETAA-350,926567,AAETAA
AAETAA-349,926566,AAETAA
AAETAA-348,926565,AAETAA
AAETAA-347,926564,AAETAA
AAETAA-346,926563,AAETAA
AAETAA-345,926562,AAETAA
AAETAA-344,926561,AAETAA
AAETAA-343,926560,AAETAA
AAETAA-342,926559,AAETAA
AAETAA-341,926558,AAETAA
AAETAA-340,926557,AAETAA
AAETAA-339,926556,AAETAA
AAETAA-338,926555,AAETAA
AAETAA-337,926554,AAETAA
AAETAA-336,926553,AAETAA
AAETAA-335,926552,AAETAA
AAETAA-334,926551,AAETAA
AAETAA-333,926550,AAETAA
AAETAA-332,926549,AAETAA
AAETAA-331,926548,AAETAA
AAETAA-330,926547,AAETAA
AAETAA-329,926546,AAETAA
AAETAA-328,926545,AAETAA
AAETAA-327,926544,AAETAA
AAETAA-326,926543,AAETAA
AAETAA-325,926542,AAETAA
AAETAA-324,926541,AAETAA
AAETAA-323,926540,AAETAA
AAETAA-322,926539,AAETAA
AAETAA-321,926538,AAETAA
AAETAA-320,926537,AAETAA
AAETAA-319,926536,AAETAA
AAETAA-318,926535,AAETAA
AAETAA-317,926534,AAETAA
AAETAA-316,926533,AAETAA
AAETAA-315,926532,AAETAA
AAETAA-314,926531,AAETAA
AAETAA-313,926530,AAETAA
AAETAA-312,926529,AAETAA
AAETAA-311,926528,AAETAA
AAETAA-310,926527,AAETAA
AAETAA-309,926526,AAETAA
AAETAA-308,926525,AAETAA
AAETAA-307,926524,AAETAA
AAETAA-306,926523,AAETAA
AAETAA-305,926522,AAETAA
AAETAA-304,926521,AAETAA
AAETAA-303,926520,AAETAA
AAETAA-302,926519,AAETAA
AAETAA-301,926518,AAETAA
AAETAA-300,926517,AAETAA
AAETAA-299,926516,AAETAA
AAETAA-298,926515,AAETAA
AAETAA-297,926514,AAETAA
AAETAA-296,926513,AAETAA
AAETAA-295,926512,AAETAA
AAETAA-294,926511,AAETAA
AAETAA-293,926510,AAETAA
AAETAA-292,926509,AAETAA
AAETAA-291,926508,AAETAA
AAETAA-290,926507,AAETAA
AAETAA-289,926506,AAETAA
AAETAA-288,926505,AAETAA
AAETAA-287,926504,AAETAA
AAETAA-286,926503,AAETAA
AAETAA-285,926502,AAETAA
AAETAA-284,926501,AAETAA
AAETAA-283,926500,AAETAA
AAETAA-282,926499,AAETAA
AAETAA-281,926498,AAETAA
AAETAA-280,926497,AAETAA
AAETAA-279,926496,AAETAA
AAETAA-278,926495,AAETAA
AAETAA-277,926494,AAETAA
AAETAA-276,926493,AAETAA
AAETAA-275,926492,AAETAA
AAETAA-274,926491,AAETAA
AAETAA-273,926490,AAETAA
AAETAA-272,926489,AAETAA
AAETAA-271,926488,AAETAA
AAETAA-270,926487,AAETAA
AAETAA-269,926486,AAETAA
AAETAA-268,926485,AAETAA
AAETAA-267,926484,AAETAA
AAETAA-266,926483,AAETAA
AAETAA-265,926482,AAETAA
AAETAA-264,926481,AAETAA
AAETAA-263,926480,AAETAA
AAETAA-262,926479,AAETAA
AAETAA-261,926478,AAETAA
AAETAA-260,926477,AAETAA
AAETAA-259,926476,AAETAA
AAETAA-258,926475,AAETAA
AAETAA-257,926474,AAETAA
AAETAA-256,926473,AAETAA
AAETAA-255,926472,AAETAA
AAETAA-254,926471,AAETAA
AAETAA-253,926470,AAETAA
AAETAA-252,926469,AAETAA
AAETAA-251,926468,AAETAA
AAETAA-250,926467,AAETAA
AAETAA-249,926466,AAETAA
AAETAA-248,926465,AAETAA
AAETAA-247,926464,AAETAA
AAETAA-246,926463,AAETAA
AAETAA-245,926462,AAETAA
AAETAA-244,926461,AAETAA
AAETAA-243,926460,AAETAA
AAETAA-242,926459,AAETAA
AAETAA-241,926458,AAETAA
AAETAA-240,926457,AAETAA
AAETAA-239,926456,AAETAA
AAETAA-238,926455,AAETAA
AAETAA-237,926454,AAETAA
AAETAA-236,926453,AAETAA
AAETAA-235,926452,AAETAA
AAETAA-234,926451,AAETAA
AAETAA-233,926450,AAETAA
AAETAA-232,926449,AAETAA
AAETAA-231,926448,AAETAA
AAETAA-230,926447,AAETAA
AAETAA-229,926446,AAETAA
AAETAA-228,926445,AAETAA
AAETAA-227,926444,AAETAA
AAETAA-226,926443,AAETAA
AAETAA-225,926442,AAETAA
AAETAA-224,926441,AAETAA
AAETAA-223,926440,AAETAA
AAETAA-222,926439,AAETAA
AAETAA-221,926438,AAETAA
AAETAA-220,926437,AAETAA
AAETAA-219,926436,AAETAA
AAETAA-218,926435,AAETAA
AAETAA-217,926434,AAETAA
AAETAA-216,926433,AAETAA
AAETAA-215,926432,AAETAA
AAETAA-214,926431,AAETAA
AAETAA-213,926430,AAETAA
AAETAA-212,926429,AAETAA
AAETAA-211,926428,AAETAA
AAETAA-210,926427,AAETAA
AAETAA-209,926426,AAETAA
AAETAA-208,926425,AAETAA
AAETAA-207,926424,AAETAA
AAETAA-206,926423,AAETAA
AAETAA-205,926422,AAETAA
AAETAA-204,926421,AAETAA
AAETAA-203,926420,AAETAA
AAETAA-202,926419,AAETAA
AAETAA-201,926418,AAETAA
AAETAA-200,926417,AAETAA
AAETAA-199,926416,AAETAA
AAETAA-198,926415,AAETAA
AAETAA-197,926414,AAETAA
AAETAA-196,926413,AAETAA
AAETAA-195,926412,AAETAA
AAETAA-194,926411,AAETAA
AAETAA-193,926410,AAETAA
AAETAA-192,926409,AAETAA
AAETAA-191,926408,AAETAA
AAETAA-190,926407,AAETAA
AAETAA-189,926406,AAETAA
AAETAA-188,926405,AAETAA
AAETAA-187,926404,AAETAA
AAETAA-186,926403,AAETAA
AAETAA-185,926402,AAETAA
AAETAA-184,926401,AAETAA
AAETAA-183,926400,AAETAA
AAETAA-182,926399,AAETAA
AAETAA-181,926398,AAETAA
AAETAA-180,926397,AAETAA
AAETAA-179,926396,AAETAA
AAETAA-178,926395,AAETAA
AAETAA-177,926394,AAETAA
AAETAA-176,926393,AAETAA
AAETAA-175,926392,AAETAA
AAETAA-174,926391,AAETAA
AAETAA-173,926390,AAETAA
AAETAA-172,926389,AAETAA
AAETAA-171,926388,AAETAA
AAETAA-170,926387,AAETAA
AAETAA-169,926386,AAETAA
AAETAA-168,926385,AAETAA
AAETAA-167,926384,AAETAA
AAETAA-166,926383,AAETAA
AAETAA-165,926382,AAETAA
AAETAA-164,926381,AAETAA
AAETAA-163,926380,AAETAA
AAETAA-162,926379,AAETAA
AAETAA-161,926378,AAETAA
AAETAA-160,926377,AAETAA
AAETAA-159,926376,AAETAA
AAETAA-158,926375,AAETAA
AAETAA-157,926374,AAETAA
AAETAA-156,926373,AAETAA
AAETAA-155,926372,AAETAA
AAETAA-154,926371,AAETAA
AAETAA-153,926370,AAETAA
AAETAA-152,926369,AAETAA
AAETAA-151,926368,AAETAA
AAETAA-150,926367,AAETAA
AAETAA-149,926366,AAETAA
AAETAA-148,926365,AAETAA
AAETAA-147,926364,AAETAA
AAETAA-146,926363,AAETAA
AAETAA-145,926362,AAETAA
AAETAA-144,926361,AAETAA
AAETAA-143,926360,AAETAA
AAETAA-142,926359,AAETAA
AAETAA-141,926358,AAETAA
AAETAA-140,926357,AAETAA
AAETAA-139,926356,AAETAA
AAETAA-138,926355,AAETAA
AAETAA-137,926354,AAETAA
AAETAA-136,926353,AAETAA
AAETAA-135,926352,AAETAA
AAETAA-134,926351,AAETAA
AAETAA-133,926350,AAETAA
AAETAA-132,926349,AAETAA
AAETAA-131,926348,AAETAA
AAETAA-130,926347,AAETAA
AAETAA-129,926346,AAETAA
AAETAA-128,926345,AAETAA
AAETAA-127,926344,AAETAA
AAETAA-126,926343,AAETAA
AAETAA-125,926342,AAETAA
AAETAA-124,926341,AAETAA
AAETAA-123,926340,AAETAA
AAETAA-122,926339,AAETAA
AAETAA-121,926338,AAETAA
AAETAA-120,926337,AAETAA
AAETAA-119,926336,AAETAA
AAETAA-118,926335,AAETAA
AAETAA-117,926334,AAETAA
AAETAA-116,926333,AAETAA
AAETAA-115,926332,AAETAA
AAETAA-114,926331,AAETAA
AAETAA-113,926330,AAETAA
AAETAA-112,926329,AAETAA
AAETAA-111,926328,AAETAA
AAETAA-110,926327,AAETAA
AAETAA-109,926326,AAETAA
AAETAA-108,926325,AAETAA
AAETAA-107,926324,AAETAA
AAETAA-106,926323,AAETAA
AAETAA-105,926322,AAETAA
AAETAA-104,926321,AAETAA
AAETAA-103,926320,AAETAA
AAETAA-102,926319,AAETAA
AAETAA-101,926318,AAETAA
AAETAA-100,926317,AAETAA
AAETAA-99,926316,AAETAA
AAETAA-98,926315,AAETAA
AAETAA-97,926314,AAETAA
AAETAA-96,926313,AAETAA
AAETAA-95,926312,AAETAA
AAETAA-94,926311,AAETAA
AAETAA-93,926310,AAETAA
AAETAA-92,926309,AAETAA
AAETAA-91,926308,AAETAA
AAETAA-90,926307,AAETAA
AAETAA-89,926306,AAETAA
AAETAA-88,926305,AAETAA
AAETAA-87,926304,AAETAA
AAETAA-86,926303,AAETAA
AAETAA-85,926302,AAETAA
AAETAA-84,926301,AAETAA
AAETAA-83,926300,AAETAA
AAETAA-82,926299,AAETAA
AAETAA-81,926298,AAETAA
AAETAA-80,926297,AAETAA
AAETAA-79,926296,AAETAA
AAETAA-78,926295,AAETAA
AAETAA-77,926294,AAETAA
AAETAA-76,926293,AAETAA
AAETAA-75,926292,AAETAA
AAETAA-74,926291,AAETAA
AAETAA-73,926290,AAETAA
AAETAA-72,926289,AAETAA
AAETAA-71,926288,AAETAA
AAETAA-70,926287,AAETAA
AAETAA-69,926286,AAETAA
AAETAA-68,926285,AAETAA
AAETAA-67,926284,AAETAA
AAETAA-66,926283,AAETAA
AAETAA-65,926282,AAETAA
AAETAA-64,926281,AAETAA
AAETAA-63,926280,AAETAA
AAETAA-62,926279,AAETAA
AAETAA-61,926278,AAETAA
AAETAA-60,926277,AAETAA
AAETAA-59,926276,AAETAA
AAETAA-58,926275,AAETAA
AAETAA-57,926274,AAETAA
AAETAA-56,926273,AAETAA
AAETAA-55,926272,AAETAA
AAETAA-54,926271,AAETAA
AAETAA-53,926270,AAETAA
AAETAA-52,926269,AAETAA
AAETAA-51,926268,AAETAA
AAETAA-50,926267,AAETAA
AAETAA-49,926266,AAETAA
AAETAA-48,926265,AAETAA
AAETAA-47,926264,AAETAA
AAETAA-46,926263,AAETAA
AAETAA-45,926262,AAETAA
AAETAA-44,926261,AAETAA
AAETAA-43,926260,AAETAA
AAETAA-42,926259,AAETAA
AAETAA-41,926258,AAETAA
AAETAA-40,926257,AAETAA
AAETAA-39,926256,AAETAA
AAETAA-38,926255,AAETAA
AAETAA-37,926254,AAETAA
AAETAA-36,926253,AAETAA
AAETAA-35,926252,AAETAA
AAETAA-34,926251,AAETAA
AAETAA-33,926250,AAETAA
AAETAA-32,926249,AAETAA
AAETAA-31,926248,AAETAA
AAETAA-30,926247,AAETAA
AAETAA-29,926246,AAETAA
AAETAA-28,926245,AAETAA
AAETAA-27,926244,AAETAA
AAETAA-26,926243,AAETAA
AAETAA-25,926242,AAETAA
AAETAA-24,926241,AAETAA
AAETAA-23,926240,AAETAA
AAETAA-22,926239,AAETAA
AAETAA-21,926238,AAETAA
AAETAA-20,926237,AAETAA
AAETAA-19,926236,AAETAA
AAETAA-18,926235,AAETAA
AAETAA-17,926234,AAETAA
AAETAA-16,926233,AAETAA
AAETAA-15,926232,AAETAA
AAETAA-14,926231,AAETAA
AAETAA-13,926230,AAETAA
AAETAA-12,926229,AAETAA
AAETAA-11,926228,AAETAA
AAETAA-10,926227,AAETAA
AAETAA-9,926226,AAETAA
AAETAA-8,926225,AAETAA
AAETAA-7,926224,AAETAA
